carat,cut,color,clarity,depth,table,price
1.37,Ideal,I,VS2,61.6,55.0,8000
0.35,Very Good,G,VVS2,62.8,58.0,798
1.49,Ideal,F,I1,62.6,54.0,6175
0.82,Very Good,J,SI2,62.0,58.0,2175
0.64,Ideal,E,VVS2,62.1,53.0,3157
0.7,Very Good,G,SI1,61.9,56.0,2042
0.4,Ideal,F,IF,62.3,57.0,1292
0.51,Ideal,E,SI1,61.4,56.0,1732
1.05,Very Good,E,SI2,60.5,58.0,4797
0.72,Premium,D,SI1,60.4,59.0,2691
0.3,Very Good,D,SI1,63.3,55.0,709
1.0,Ideal,G,VS2,62.3,56.0,5887
0.64,Premium,D,SI2,62.8,54.0,1751
0.38,Premium,H,VS2,60.5,59.0,898
0.3,Premium,F,SI2,61.3,58.0,506
1.75,Very Good,H,SI2,60.8,60.0,10727
0.41,Good,D,SI1,63.8,56.0,947
0.79,Very Good,H,SI1,63.4,57.0,2649
1.03,Very Good,F,VS1,61.7,56.0,6662
1.02,Premium,H,VS2,61.0,58.0,5666
1.21,Premium,F,VS1,62.5,60.0,8879
0.5,Very Good,E,VS1,61.7,57.0,1675
0.31,Ideal,D,VS1,60.5,57.0,766
1.26,Premium,J,SI1,61.7,58.0,5207
0.28,Ideal,I,VS2,62.4,56.0,503
0.46,Ideal,G,IF,61.1,56.0,1987
0.83,Ideal,F,VS1,62.0,57.0,4030
0.78,Ideal,G,VS2,61.7,56.0,3613
0.57,Premium,I,VVS1,62.1,58.0,1728
0.71,Very Good,F,VS1,62.6,55.0,2893
1.2,Ideal,D,SI2,61.0,60.0,6636
0.41,Ideal,I,IF,61.8,55.0,930
0.54,Ideal,I,SI1,62.1,54.0,1057
0.76,Very Good,I,SI1,62.0,56.0,2352
0.56,Ideal,G,SI1,62.5,56.0,1441
0.33,Ideal,F,VS2,61.2,54.0,666
0.51,Good,G,SI2,63.6,54.0,1129
1.51,Ideal,J,SI1,61.4,57.0,8049
0.7,Fair,E,SI1,64.4,53.0,2697
0.46,Very Good,G,VS1,60.0,56.0,1378
0.7,Ideal,E,SI1,62.4,55.0,2407
0.9,Very Good,D,SI1,60.6,59.0,5040
0.35,Ideal,H,IF,60.8,56.0,1017
0.32,Premium,F,VS2,59.5,61.0,828
0.3,Ideal,G,VVS2,62.9,55.0,819
0.59,Ideal,D,SI1,61.4,55.0,1783
0.51,Good,E,SI1,64.3,54.0,1624
0.93,Ideal,H,VS1,61.8,55.0,5375
0.51,Ideal,G,SI2,62.1,56.0,1148
0.34,Ideal,F,VS1,61.7,55.0,764
0.41,Ideal,F,VS2,62.6,57.0,863
0.54,Good,F,VS2,60.6,61.0,1563
0.31,Very Good,D,SI1,63.4,58.0,732
0.71,Ideal,E,VS2,62.2,56.0,3103
1.06,Good,F,SI2,62.2,61.0,4357
0.31,Ideal,I,VVS1,62.0,54.0,571
1.01,Premium,E,SI1,59.6,59.0,4853
0.3,Ideal,F,VS2,61.9,56.0,573
0.41,Ideal,E,SI1,62.9,56.0,969
0.29,Ideal,G,IF,61.3,55.0,673
0.58,Very Good,F,VVS2,62.6,56.0,2189
0.31,Ideal,E,SI2,61.3,55.0,435
0.31,Premium,F,VS2,59.0,59.0,625
1.14,Premium,H,SI2,60.6,59.0,4702
0.32,Premium,I,SI1,59.9,61.0,540
0.37,Premium,E,VS2,61.5,58.0,1041
0.34,Premium,E,VS2,62.7,56.0,893
0.23,Ideal,F,VVS2,62.3,56.0,530
0.54,Ideal,F,SI1,61.2,56.0,1307
0.38,Ideal,E,VVS2,61.6,55.0,1176
1.0,Good,G,SI1,64.3,58.0,4427
0.55,Premium,E,VS2,61.4,57.0,1881
0.76,Ideal,G,VS1,59.4,57.0,2972
0.24,Very Good,D,VS1,62.2,58.0,419
0.37,Premium,F,VS2,61.9,58.0,746
0.37,Premium,F,VS2,59.8,59.0,957
0.36,Very Good,I,VS1,60.3,60.0,568
0.32,Ideal,D,SI1,61.3,55.0,756
1.0,Premium,H,SI2,60.0,62.0,3584
0.43,Good,F,SI1,60.7,61.0,706
0.43,Premium,H,VS2,61.9,55.0,1016
0.68,Good,F,SI1,61.2,61.0,1924
1.01,Very Good,H,SI1,63.3,58.0,4642
0.66,Ideal,G,SI1,61.7,55.0,1885
0.7,Ideal,E,SI1,61.1,56.0,3330
0.34,Ideal,D,VVS1,61.8,54.0,1272
0.92,Premium,F,SI2,61.8,58.0,3787
0.51,Premium,G,VS1,60.2,57.0,1709
0.78,Very Good,E,VVS1,61.3,60.0,4904
1.03,Premium,E,VS2,61.3,61.0,5906
0.92,Ideal,H,IF,62.5,55.0,5758
0.58,Ideal,D,VS1,61.8,56.0,2211
0.23,Very Good,D,VVS1,63.3,57.0,478
0.93,Very Good,G,SI1,61.7,56.0,4513
0.32,Ideal,D,SI1,59.6,57.0,756
0.4,Ideal,J,VS2,62.3,55.0,598
1.02,Very Good,G,SI2,62.9,59.0,4291
1.01,Very Good,I,SI1,63.5,59.0,4412
1.19,Ideal,G,SI1,62.3,55.0,6335
0.7,Ideal,G,VS2,60.8,57.0,2507
1.5,Ideal,F,SI1,62.7,56.0,9347
0.82,Ideal,G,VS1,61.9,54.0,3880
0.78,Ideal,D,VS2,62.2,55.0,3864
0.81,Very Good,F,SI1,61.7,57.0,2858
0.34,Ideal,F,SI2,60.1,56.0,447
1.3,Premium,F,VS1,61.0,59.0,10930
0.5,Ideal,E,VS2,60.6,59.0,1655
1.0,Premium,H,SI2,61.0,57.0,4032
0.53,Premium,E,VS2,60.9,60.0,1813
0.37,Premium,D,SI1,61.9,59.0,681
1.06,Premium,J,SI2,61.3,60.0,3740
1.13,Ideal,G,IF,61.7,57.0,10228
0.31,Ideal,D,VS2,61.2,55.0,942
1.12,Ideal,I,VVS2,61.6,54.0,6317
1.11,Very Good,D,SI1,61.6,57.0,5915
0.5,Ideal,E,VS1,62.3,55.0,1724
0.9,Very Good,H,VS1,63.6,55.0,4685
0.34,Ideal,E,VVS1,61.8,55.0,1107
0.7,Ideal,E,SI2,61.0,56.0,2376
0.41,Ideal,D,SI1,60.8,57.0,791
0.72,Premium,F,VS2,62.1,57.0,2724
0.42,Premium,D,SI1,59.8,59.0,1040
0.32,Ideal,E,VS2,62.1,56.0,900
0.37,Very Good,F,VS2,59.7,62.0,696
1.07,Premium,H,VS2,62.4,57.0,5573
0.71,Very Good,G,VS2,62.3,63.0,2335
0.51,Good,H,SI1,63.6,57.0,1116
0.75,Very Good,E,SI1,63.6,56.0,2993
1.5,Premium,J,SI1,61.2,61.0,7518
0.9,Fair,G,SI1,64.5,57.0,3629
0.31,Premium,J,SI1,61.9,59.0,465
0.55,Ideal,G,VVS2,62.5,56.0,2129
0.51,Premium,E,VS2,61.3,58.0,1656
1.08,Very Good,I,SI1,62.2,57.0,4933
0.39,Good,G,VS2,63.3,57.0,787
0.53,Ideal,I,VS2,62.2,56.0,1163
0.54,Ideal,I,VS1,62.3,57.0,1452
0.33,Premium,G,VS2,61.9,59.0,579
0.9,Very Good,G,SI2,60.3,63.0,3478
0.51,Premium,E,SI1,61.5,58.0,1593
0.31,Premium,H,VS1,62.6,60.0,544
0.79,Ideal,H,VS2,62.5,57.0,2844
0.33,Premium,F,SI1,60.9,59.0,705
1.03,Ideal,G,VS2,61.1,57.0,7726
0.32,Ideal,E,SI2,62.7,55.0,449
0.36,Premium,G,SI2,61.9,56.0,608
1.16,Premium,F,SI2,62.1,59.0,5072
0.9,Premium,F,SI2,61.5,59.0,3704
1.02,Premium,E,VS2,60.4,58.0,6397
0.76,Premium,G,SI2,62.6,55.0,1970
1.05,Ideal,G,VS2,62.8,57.0,6604
1.21,Premium,F,SI1,60.0,60.0,6659
0.51,Very Good,J,SI1,61.7,56.0,872
0.33,Premium,G,VVS1,60.4,59.0,1114
0.7,Very Good,H,SI1,60.4,61.0,2296
0.77,Premium,F,SI1,60.0,61.0,2745
1.0,Ideal,F,SI2,62.3,56.0,3696
0.8,Good,G,SI1,63.9,57.0,2650
1.51,Very Good,E,SI2,62.8,59.0,9058
1.05,Premium,G,VS2,62.8,58.0,6181
1.01,Very Good,I,SI1,62.9,58.0,4166
1.11,Ideal,I,SI2,61.9,57.0,4457
1.0,Ideal,J,SI1,59.2,62.0,3929
0.7,Ideal,D,SI2,62.1,55.0,2553
0.38,Premium,I,VS1,61.3,60.0,898
1.23,Ideal,I,SI1,62.1,57.0,6449
1.01,Good,F,SI2,63.3,57.0,4221
1.25,Very Good,H,SI2,62.7,57.0,5362
0.55,Premium,G,SI1,60.1,61.0,1377
0.52,Ideal,G,VS1,61.6,56.0,1722
0.6,Fair,G,SI1,64.5,56.0,1305
1.34,Ideal,H,VVS1,62.1,56.0,10255
1.06,Ideal,I,VS2,61.4,55.0,5116
1.0,Ideal,G,VVS2,60.8,57.0,7885
0.91,Ideal,E,VVS1,61.7,56.0,9636
1.0,Premium,E,VS2,60.0,60.0,6600
0.32,Ideal,E,VVS1,61.9,55.0,1020
0.43,Very Good,G,VS1,62.2,59.0,943
1.5,Ideal,I,VS1,62.8,57.0,9533
0.7,Very Good,G,VS1,62.9,59.0,2212
0.33,Ideal,E,SI2,62.2,54.0,427
0.3,Ideal,G,VVS1,61.4,58.0,764
1.21,Good,J,IF,62.1,60.0,6299
0.3,Very Good,J,VS1,63.3,60.0,506
0.65,Premium,D,VVS2,59.9,58.0,3003
1.59,Premium,D,SI2,59.4,61.0,7779
0.73,Very Good,E,VS1,61.5,57.0,3492
0.55,Ideal,G,SI2,61.8,55.0,1228
0.32,Ideal,E,SI2,61.0,56.0,427
0.32,Ideal,F,VS2,62.4,57.0,602
0.46,Premium,D,VVS1,60.0,59.0,1947
0.7,Very Good,J,SI2,63.6,56.0,1609
0.4,Premium,E,VVS2,60.8,59.0,1056
1.2,Ideal,D,VS2,61.4,56.0,9935
0.72,Ideal,D,SI1,60.8,57.0,2757
0.3,Ideal,H,VVS2,61.6,55.0,605
0.73,Premium,D,VS2,59.8,58.0,3250
0.3,Ideal,E,SI1,61.7,57.0,640
0.43,Ideal,F,VVS2,61.8,57.0,1169
1.02,Ideal,G,VVS2,61.1,57.0,7898
1.0,Premium,E,SI2,61.7,58.0,4704
1.03,Ideal,F,VS1,62.8,54.0,8237
0.32,Premium,H,VS1,60.5,59.0,720
0.33,Ideal,D,VS2,62.3,57.0,1002
0.3,Ideal,F,SI1,61.9,56.0,475
0.7,Premium,G,VS2,61.6,58.0,2633
0.7,Premium,H,VS2,61.7,59.0,2010
0.43,Ideal,G,VVS1,61.4,55.0,1207
0.7,Premium,E,SI1,61.0,56.0,2576
0.38,Ideal,G,SI1,62.4,57.0,855
1.04,Good,F,SI1,63.6,59.0,5871
0.41,Ideal,G,IF,61.7,56.0,1259
0.28,Ideal,D,VS2,61.2,57.0,487
0.24,Very Good,E,VS2,60.1,58.0,419
1.01,Very Good,D,SI1,62.9,59.0,5443
0.9,Good,H,SI1,63.8,58.0,3357
1.31,Very Good,I,SI1,62.6,59.0,6686
0.28,Very Good,E,VVS1,61.1,60.0,646
0.32,Ideal,D,VS2,61.7,54.0,758
1.06,Premium,G,VS2,60.9,57.0,6582
0.27,Ideal,I,VS1,62.2,54.0,432
0.7,Good,D,SI1,62.6,60.0,2681
1.01,Premium,D,SI1,61.7,62.0,5543
0.35,Ideal,F,VS2,62.4,55.0,906
0.33,Very Good,F,VVS1,60.1,56.0,841
0.38,Premium,D,VS2,61.6,59.0,998
0.9,Good,H,VVS1,63.8,59.0,4763
1.01,Very Good,E,VVS2,63.4,57.0,8797
1.01,Fair,H,SI1,64.5,59.0,3869
0.7,Ideal,F,VVS1,61.0,57.0,3602
0.53,Very Good,F,SI1,59.2,59.0,1284
0.42,Ideal,G,VVS1,60.9,55.0,1023
0.82,Very Good,G,SI1,63.1,52.0,2716
0.5,Ideal,F,VS1,62.0,55.1,1679
0.7,Good,G,SI2,59.4,61.0,1948
0.33,Very Good,G,VS1,61.0,57.0,652
1.52,Ideal,G,SI1,60.3,57.0,11028
1.05,Ideal,F,VS2,62.8,57.0,6933
1.63,Premium,I,SI1,62.0,54.0,9256
0.32,Premium,E,VVS2,61.5,58.0,1080
1.24,Very Good,H,SI2,61.2,57.0,5592
0.32,Ideal,E,VS2,62.0,57.0,702
1.5,Premium,I,VVS1,62.4,60.0,10956
0.5,Ideal,F,VS2,62.9,55.0,1736
0.31,Good,I,VS1,63.8,56.0,489
0.4,Very Good,F,VS1,61.3,54.0,890
0.39,Premium,E,VS1,59.6,60.0,1097
0.71,Premium,F,SI1,62.7,57.0,2633
1.26,Ideal,H,SI2,61.0,56.0,5998
1.01,Premium,E,VS2,62.4,60.0,6488
1.41,Ideal,H,SI2,62.7,56.0,7324
0.61,Ideal,H,SI1,61.9,54.0,1416
0.42,Ideal,D,VVS2,61.4,56.0,1326
1.07,Ideal,G,SI1,62.1,57.0,5232
1.09,Premium,F,SI1,60.9,59.0,5384
0.3,Good,D,VVS2,61.6,63.0,719
0.3,Ideal,F,VS1,62.2,56.0,621
0.91,Very Good,H,VS2,62.6,57.0,4922
1.52,Very Good,I,VS1,62.9,59.9,10032
0.97,Ideal,F,SI1,61.7,56.0,3884
0.33,Ideal,E,VS2,60.5,56.0,723
1.0,Ideal,F,VVS2,61.3,56.0,5914
1.0,Good,D,SI1,64.3,62.0,4312
1.05,Ideal,G,SI2,59.6,57.0,3299
1.04,Premium,D,SI1,59.9,56.0,6115
1.01,Very Good,D,SI2,63.4,57.0,4472
0.3,Premium,E,SI1,62.5,59.0,675
0.53,Ideal,E,VS1,61.4,56.0,2143
0.31,Ideal,E,VS2,61.7,55.0,680
1.06,Very Good,H,VS2,62.4,56.0,5480
0.3,Ideal,E,VS2,62.1,55.0,658
0.38,Premium,G,SI1,62.4,59.0,855
0.53,Ideal,E,SI1,61.9,55.0,1585
0.74,Premium,E,VS1,62.8,59.0,3357
0.51,Very Good,F,VS2,62.9,57.0,1569
0.58,Ideal,F,VVS2,61.9,56.0,2401
0.9,Very Good,E,VS2,62.9,57.0,4580
0.31,Ideal,H,SI1,61.8,54.0,464
0.43,Ideal,E,SI1,62.3,57.0,792
0.3,Ideal,D,SI1,61.4,55.0,709
0.39,Ideal,D,SI2,61.6,56.0,651
0.77,Ideal,H,VS2,62.0,56.0,2738
0.38,Premium,D,VS1,62.4,59.0,1067
0.9,Good,H,SI1,63.1,63.0,3484
0.38,Very Good,G,SI1,59.5,62.0,666
0.31,Very Good,G,VS1,63.2,57.0,802
0.41,Ideal,G,VS2,61.7,54.0,811
0.78,Very Good,G,VS2,61.3,60.0,3012
1.01,Very Good,F,VS2,61.1,56.0,5988
1.7,Premium,H,SI2,59.8,61.0,8263
0.8,Very Good,E,SI2,62.4,55.0,2623
0.52,Ideal,G,SI1,61.1,55.0,1197
0.71,Ideal,F,VS1,61.1,56.0,3199
0.23,Ideal,F,VS2,60.9,57.0,498
0.3,Very Good,G,VVS2,63.0,57.0,684
0.56,Ideal,E,VS1,61.9,57.0,2145
0.35,Very Good,E,SI1,62.7,57.0,614
0.32,Very Good,F,SI1,62.3,55.0,533
1.01,Ideal,E,VS2,61.3,57.0,6968
0.32,Ideal,F,IF,61.7,55.0,929
0.35,Ideal,D,SI1,62.3,55.0,827
0.25,Very Good,G,VVS1,60.6,55.0,525
1.57,Very Good,J,VS2,60.2,59.0,7832
1.18,Ideal,G,VVS1,61.1,57.0,9095
0.34,Very Good,F,VS2,61.5,58.2,730
0.43,Ideal,I,SI1,62.2,54.0,670
1.29,Ideal,F,SI2,60.7,58.0,6762
1.22,Premium,D,SI1,62.3,60.0,5739
0.36,Ideal,E,VS1,61.4,56.0,747
1.06,Premium,J,SI2,62.9,59.0,3391
0.71,Very Good,G,SI2,63.4,56.0,1740
1.05,Good,H,SI2,63.9,56.0,3822
0.4,Ideal,G,VVS1,60.8,54.0,1097
0.37,Premium,D,VS1,61.9,58.0,941
1.2,Premium,G,SI1,62.3,59.0,6586
0.55,Ideal,F,VVS2,62.3,54.0,2558
0.56,Premium,E,VS2,61.4,61.0,1915
0.91,Fair,D,VS2,64.5,55.0,4765
0.33,Premium,E,SI2,59.7,58.0,594
0.41,Ideal,F,VVS2,60.1,57.0,1192
0.71,Ideal,E,SI2,61.9,56.0,2458
0.33,Very Good,I,SI1,61.4,58.0,445
0.46,Good,F,VS1,64.4,60.0,1113
0.31,Very Good,D,SI1,63.0,54.0,571
0.38,Premium,H,SI1,59.7,60.0,633
0.55,Premium,F,VS2,59.0,58.0,1931
0.78,Very Good,E,VS1,60.9,57.0,3420
1.21,Ideal,J,VS1,62.3,55.0,5324
0.32,Very Good,E,VVS1,59.0,61.0,748
1.22,Very Good,G,SI1,62.4,57.0,6704
1.01,Ideal,G,VVS2,61.6,54.0,8662
0.42,Very Good,E,VS2,62.8,59.0,958
0.24,Very Good,E,VVS1,60.6,59.0,521
0.9,Very Good,H,SI2,63.0,55.0,3162
0.53,Ideal,H,VS2,62.1,54.0,1353
0.32,Ideal,H,VVS1,61.9,54.0,708
0.96,Premium,G,SI2,61.1,59.0,4059
1.02,Very Good,F,VS2,62.8,57.0,6911
1.0,Good,F,SI2,60.6,62.0,3672
0.31,Good,G,VS1,63.2,56.0,625
1.54,Premium,H,VS2,60.3,60.0,9081
0.51,Premium,E,SI1,61.8,58.0,1343
1.25,Premium,I,VS1,60.4,59.0,6664
0.9,Good,G,SI2,63.6,57.0,3060
0.31,Premium,D,SI1,60.6,59.0,533
0.7,Very Good,E,SI2,63.1,54.0,2066
0.59,Very Good,H,SI2,61.2,60.0,1254
0.24,Very Good,D,VVS2,62.9,59.0,492
0.55,Ideal,G,VVS2,62.0,57.0,2022
1.02,Premium,F,VS2,61.3,58.0,6597
0.73,Ideal,F,VVS2,61.7,54.0,3524
0.57,Premium,G,VS1,62.4,58.0,1949
0.35,Premium,F,SI1,61.7,58.0,748
0.4,Premium,D,SI2,61.7,58.0,666
0.8,Ideal,E,VS2,62.2,55.0,4126
0.36,Good,D,SI1,63.4,57.0,663
0.78,Very Good,I,SI1,63.1,56.0,2228
0.31,Ideal,E,VVS2,59.9,62.0,755
0.52,Ideal,G,SI2,61.3,56.0,1150
0.5,Very Good,H,VS2,63.0,55.0,1209
0.73,Premium,I,VVS2,61.5,58.0,2496
1.5,Ideal,G,SI2,61.4,56.0,8580
1.01,Very Good,H,VS2,60.7,58.0,5638
1.05,Premium,E,IF,59.8,59.0,11025
1.04,Ideal,I,VS1,63.0,56.0,4696
0.54,Premium,H,VS2,62.6,58.0,1439
1.26,Premium,F,VS1,62.7,58.0,10076
0.9,Premium,I,VVS2,60.9,59.0,3730
0.55,Very Good,F,SI1,60.7,57.0,1316
1.19,Very Good,D,SI2,63.5,57.0,5562
1.22,Very Good,G,VS1,61.2,58.0,9261
0.31,Good,H,VVS2,63.6,56.0,625
0.33,Very Good,G,VVS2,61.2,57.0,752
0.32,Ideal,E,IF,62.9,54.0,1018
0.34,Ideal,D,IF,59.8,57.0,2287
1.79,Ideal,J,SI1,59.8,61.0,10108
1.0,Fair,G,SI1,64.4,57.0,4295
1.5,Very Good,H,SI1,62.0,63.0,7459
0.27,Ideal,F,VVS2,62.7,55.0,760
0.54,Ideal,H,VVS1,61.9,54.0,1774
0.3,Ideal,E,VVS1,61.6,56.0,838
0.7,Very Good,E,SI1,62.3,57.0,2604
0.91,Good,H,SI1,63.9,60.0,3425
0.27,Very Good,E,VS1,60.2,58.0,470
0.4,Ideal,G,SI2,62.5,53.0,723
0.91,Ideal,F,SI1,62.0,55.0,5176
0.4,Ideal,H,VVS1,62.2,55.0,1088
1.02,Premium,G,IF,61.8,59.0,8489
1.13,Ideal,I,VVS1,61.6,57.0,7459
0.94,Ideal,G,VVS1,62.4,58.0,6488
1.7,Premium,G,SI1,62.4,59.0,9777
0.71,Ideal,H,SI1,62.7,55.0,2313
0.9,Good,H,VVS1,63.8,59.0,4847
0.33,Ideal,D,SI1,61.3,56.0,608
0.75,Ideal,F,SI2,62.1,55.0,2586
0.41,Very Good,G,SI1,62.5,57.0,719
0.37,Very Good,H,VS2,59.5,61.0,584
1.09,Ideal,J,SI1,62.7,57.0,4465
0.71,Ideal,G,IF,60.9,57.0,3739
1.08,Ideal,G,SI1,61.7,56.0,5439
0.7,Ideal,D,SI1,61.2,54.0,2310
1.46,Premium,H,SI2,61.4,59.0,7604
0.43,Ideal,I,VVS1,61.1,57.0,916
1.02,Very Good,H,SI2,63.1,59.0,4284
0.31,Ideal,G,VS2,62.4,54.0,544
0.52,Good,H,VS2,63.5,58.0,1289
0.61,Ideal,G,VS1,61.5,56.0,2182
0.33,Very Good,E,SI1,63.1,56.0,693
0.57,Premium,E,VS2,61.9,60.0,2069
0.41,Ideal,F,VS2,61.8,56.0,1107
0.5,Ideal,F,IF,61.2,57.0,2419
0.34,Premium,D,SI2,59.2,59.0,650
0.37,Ideal,E,VS2,62.7,56.0,1041
0.38,Very Good,G,SI1,62.0,54.8,755
1.01,Premium,F,VS2,59.9,61.0,6097
0.34,Premium,E,SI1,61.9,59.0,596
1.02,Very Good,E,IF,61.7,60.0,10029
0.9,Ideal,I,VS2,61.3,56.0,3805
1.26,Very Good,I,VS1,59.2,60.0,6855
0.52,Ideal,G,VS1,62.7,57.0,1689
1.01,Ideal,G,VS2,62.7,56.0,6108
0.41,Good,F,VVS2,63.6,56.0,1064
0.52,Ideal,F,VVS1,61.2,56.0,2841
0.61,Very Good,D,VVS2,59.6,57.0,2763
1.22,Premium,G,VS2,61.8,58.0,8213
1.0,Very Good,D,VS2,63.6,56.0,7717
0.38,Ideal,I,VVS2,62.0,54.5,768
0.51,Ideal,G,VVS1,62.6,57.0,2111
0.42,Ideal,E,VS2,61.7,56.0,958
0.53,Ideal,E,VVS1,61.8,55.0,3084
0.36,Ideal,D,VS2,61.5,57.0,852
1.0,Good,G,VVS2,62.4,61.0,6748
0.3,Very Good,D,VS2,62.8,57.0,710
0.96,Ideal,F,VS1,61.2,56.0,5767
0.54,Ideal,G,VVS1,61.6,55.0,2041
1.53,Very Good,J,SI1,61.7,58.0,7730
0.7,Premium,E,VS1,62.6,59.0,2887
0.71,Very Good,E,VVS2,61.5,61.0,3580
0.32,Ideal,E,VS1,61.0,57.0,898
0.57,Very Good,J,IF,59.8,59.0,1592
1.02,Ideal,G,I1,61.5,56.0,3382
1.0,Good,E,SI2,59.9,63.0,4184
0.29,Very Good,G,VVS2,61.6,56.0,541
0.39,Ideal,F,VVS2,61.6,55.0,988
0.4,Very Good,D,VVS2,62.6,55.0,1168
1.51,Premium,G,SI1,61.3,61.0,7585
0.31,Ideal,G,IF,62.2,55.0,891
1.0,Premium,F,SI2,62.9,56.0,4333
0.36,Premium,I,SI1,60.4,60.0,624
0.31,Ideal,F,VVS1,61.9,55.0,1028
0.56,Premium,F,SI2,59.1,58.0,1225
0.41,Very Good,F,SI1,62.6,55.0,755
0.25,Very Good,F,VS1,59.6,56.0,436
0.3,Ideal,F,IF,62.1,55.0,886
0.57,Ideal,G,VVS1,62.0,55.0,2259
0.41,Very Good,E,SI2,63.4,58.0,818
1.2,Premium,G,VS1,60.2,60.0,8442
0.54,Ideal,D,VS2,61.1,57.0,1993
1.03,Very Good,F,VVS2,61.3,57.0,8375
1.08,Very Good,J,SI2,62.5,60.0,4152
1.02,Premium,D,SI1,60.6,59.0,5918
0.83,Very Good,E,SI1,63.8,54.0,3295
0.52,Good,E,VS2,63.3,56.0,1554
0.4,Ideal,G,VS1,62.2,56.0,1125
0.5,Premium,G,VS1,60.7,60.0,1624
1.2,Very Good,I,SI1,62.2,55.0,5408
1.25,Ideal,H,SI1,62.0,58.0,7423
0.53,Premium,D,VS2,62.4,59.0,1783
1.3,Premium,G,SI2,61.8,57.0,5421
1.0,Premium,F,VS1,59.2,60.0,7056
0.3,Very Good,G,VVS2,62.9,58.0,638
0.41,Ideal,G,VS1,61.9,57.0,899
1.11,Ideal,E,SI2,62.0,57.0,4196
0.3,Premium,F,VS2,61.4,60.0,605
0.53,Ideal,G,VVS2,60.4,56.0,1818
0.34,Premium,G,VS1,60.4,61.0,880
0.3,Ideal,G,VVS1,62.9,57.0,1013
1.05,Ideal,E,VS1,62.6,57.0,7762
1.14,Premium,G,SI1,62.3,59.0,5548
0.51,Very Good,D,VS2,63.2,60.0,1633
0.55,Very Good,E,VVS2,59.9,58.0,2656
1.05,Ideal,H,VS1,61.8,55.0,6833
1.7,Ideal,J,SI1,60.9,57.0,8758
0.32,Ideal,D,VS2,61.9,55.0,758
0.6,Ideal,G,VS1,60.2,57.0,2109
1.2,Premium,G,SI1,63.0,58.0,6026
0.7,Premium,G,VVS2,59.6,61.0,2737
0.51,Ideal,D,VS2,61.0,57.0,1740
1.54,Very Good,I,VS2,62.2,58.0,8656
0.3,Very Good,D,VS1,63.2,59.0,707
0.31,Ideal,F,IF,61.1,57.0,914
1.24,Premium,G,IF,60.5,58.0,10584
1.35,Premium,I,SI2,59.8,59.0,5715
0.58,Ideal,F,VS1,61.9,56.0,2227
0.3,Ideal,D,VS2,62.6,56.0,911
0.43,Premium,G,VS1,61.8,59.0,943
0.5,Premium,D,SI1,62.3,58.0,1654
0.9,Premium,G,VS2,60.8,61.0,4259
0.4,Ideal,E,VVS2,62.1,55.0,1158
0.72,Ideal,D,VS1,62.5,55.0,3629
1.55,Ideal,J,SI1,61.7,54.0,7987
0.53,Ideal,E,SI1,61.6,56.0,1607
0.52,Ideal,D,VS2,61.6,55.0,1919
1.0,Very Good,F,SI2,63.5,55.0,3858
0.5,Premium,G,VVS1,61.0,60.0,2070
0.31,Ideal,H,VS2,62.2,53.0,628
0.32,Very Good,G,VS1,60.8,56.0,660
1.03,Premium,H,VS1,62.5,59.0,5523
1.53,Ideal,G,SI1,60.1,57.0,10947
0.41,Ideal,E,VVS1,61.3,56.0,1367
0.73,Premium,E,SI1,62.2,59.0,2821
0.51,Premium,G,VS2,61.3,59.0,1343
1.25,Premium,I,SI2,61.0,60.0,5040
1.11,Premium,I,SI2,61.3,59.0,3692
0.35,Ideal,D,VS2,61.6,56.0,829
1.01,Premium,H,VS2,61.2,59.0,4959
0.72,Premium,E,VS2,62.5,59.0,3024
0.56,Ideal,H,SI1,62.3,53.0,1270
0.34,Very Good,H,VS2,60.0,58.0,521
0.8,Ideal,F,VS2,62.7,54.0,3429
1.0,Ideal,G,SI1,62.2,57.0,4956
0.51,Ideal,G,VVS2,61.1,56.0,1974
0.55,Ideal,F,VS2,61.1,57.0,1692
1.3,Ideal,F,SI2,62.2,56.0,6442
0.59,Ideal,E,VS2,61.4,56.0,1755
0.92,Good,F,SI1,64.0,56.0,4326
1.2,Ideal,H,VS2,62.2,55.0,6956
0.33,Ideal,E,VVS2,61.2,56.0,814
0.34,Very Good,G,VVS2,60.4,57.0,713
0.58,Ideal,E,VS1,60.8,57.0,2359
0.32,Ideal,G,IF,61.3,56.0,905
0.33,Ideal,H,VVS2,62.2,56.0,666
1.03,Ideal,G,VS2,62.8,55.0,6645
0.7,Good,E,VS1,59.4,61.0,3063
1.51,Ideal,F,SI1,63.0,57.0,11035
0.84,Ideal,D,VVS1,62.0,54.0,6399
1.2,Ideal,G,VS1,62.4,57.0,8545
0.84,Ideal,H,SI2,59.9,59.0,2593
1.51,Premium,J,VS2,62.3,59.0,7418
0.64,Ideal,D,SI1,62.1,57.0,1991
1.5,Good,G,SI1,63.7,59.0,10428
0.31,Ideal,E,VS2,61.9,55.0,680
0.42,Ideal,D,SI1,61.9,56.0,810
0.9,Ideal,G,SI2,61.2,57.0,3521
1.01,Very Good,D,SI1,61.1,58.0,5619
1.01,Ideal,H,VS2,62.7,56.0,5166
1.05,Ideal,G,VS2,61.8,57.0,6586
0.55,Ideal,E,VS1,62.2,55.0,1975
0.41,Very Good,J,VVS1,60.1,58.0,775
